video_id,channel_id,published_date,video_title,video_description,likes,dislikes,views,comment_count
EkpHXNymFYE,UCq-Fj5jknLsUf-MWSy4_brA,2019-01-31T08:33:43Z,Kithe Reh Gaya Video | Neeti Mohan | Abhijit Vaghani  | Kumaar | New Song 2019 | T-Series,"T-Series Presents latest Hindi Video Song of 2019 ""Kithe Reh Gaya"" ,In the voice of ""Neeti Mohan"", composed by """" and the lyrics of this new song are penned by "" Kumaar "". Enjoy and stay connected with us !! SUBSCRIBE 👉 http://bit.ly/TSeriesYouTube for Latest Hindi Songs 2019! 

#NewSong2019 #NeetiMohan #TSeries

For Caller Tunes :
Kithe Reh Gaya https://bit.ly/2DrMkrn
Kithe Reh Gaya - Aaj Lagdi Ya https://bit.ly/2TDJiHn
Kithe Reh Gaya - Dil Mera Senti https://bit.ly/2TIxzaH
Kithe Reh Gaya - Samne Aaja https://bit.ly/2RUIWuh

Set as Caller Tune:
Set ""Kithe Reh Gaya"" as your caller tune - sms KTRG1 To 54646
Set ""Kithe Reh Gaya - Aaj Lagdi Ya"" as your caller tune - sms
KTRG2 To 54646
Set ""Kithe Reh Gaya - Dil Mera Senti"" as your caller tune - sms KTRG3 To 54646
Set ""Kithe Reh Gaya - Samne Aaja"" as your caller tune - sms KTRG4 To 54646
________________________________________
 ♫Song : Kithe Reh Gaya 
 ♫Singer : Neeti Mohan
 ♫Music : Abhijit Vaghani 
 ♫Lyrics : Kumaar 
 ♫Guitars & Bass : Shomu Seal 
 ♫Mix And Mastered By : Aftab Khan (Headroom Studio) 
 ♫Mix Assistant : Vatsal Chevli
 ♫Song Recorded At T-Series Recording Studio By Surajit Ghosh Majumdar
 ♫Director: Robby Singh
 ♫Asst Directors: Akshay Sood, Sunny Thind & Inder Virk
 ♫Male Lead : Pankaj Siwach
 ♫Production: Manpreet, Patiala
 ♫Line Production: Akshay Sood And Manpreet Vohra
 ♫Make Up: Zeba Hassan
 ♫Hair: Shabnam Bano Salim
 ♫Styling By: Saachi Vijaywargia
 ♫Executive Producer: Akshay Sood
 ♫Choreographer: Sumit Kumar

________________________________________
Operator Codes: 
1.Kithe Reh Gaya
Vodafone Subscribers Dial 53711011752
Airtel Subscribers Dial 5432116798545
Idea Subscribers Dial 5678911011752
Tata DoCoMo Subscribers dial 54321111011752
BSNL (South / East) Subscribers sms BT 11011752 To 56700
BSNL (North / West) Subscribers sms BT 7234932 To 56700
Virgin Subscribers sms TT 11011752 To 58475
MTNL Subscribers sms PT 11011752 To 56789

2.Kithe Reh Gaya - Aaj Lagdi Ya
Vodafone Subscribers Dial 53711011753
Airtel Subscribers Dial 5432116796525
Idea Subscribers Dial 5678911011753
Tata DoCoMo Subscribers dial 54321111011753
BSNL (South / East) Subscribers sms BT 11011753 To 56700
BSNL (North / West) Subscribers sms BT 7234930 To 56700
Virgin Subscribers sms TT 11011753 To 58475
MTNL Subscribers sms PT 11011753 To 56789

3.Kithe Reh Gaya - Dil Mera Senti
Vodafone Subscribers Dial 53711011601
Airtel Subscribers Dial 5432116798575
Idea Subscribers Dial 5678911011601
Tata DoCoMo Subscribers dial 54321111011601
BSNL (South / East) Subscribers sms BT 11011601 To 56700
BSNL (North / West) Subscribers sms BT 7234931 To 56700
Virgin Subscribers sms TT 11011601 To 58475
MTNL Subscribers sms PT 11011601 To 56789

4.Kithe Reh Gaya - Samne Aaja
Vodafone Subscribers Dial 53711011609
Airtel Subscribers Dial 5432116798431
Idea Subscribers Dial 5678911011609
Tata DoCoMo Subscribers dial 54321111011609
BSNL (South / East) Subscribers sms BT 11011609 To 56700
BSNL (North / West) Subscribers sms BT 7234933 To 56700
Virgin Subscribers sms TT 11011609 To 58475
MTNL Subscribers sms PT 11011609 To 56789
________________________________________
Enjoy & stay connected with us!
👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube
👉  Like us on Facebook: https://www.facebook.com/tseriesmusic
👉Follow us on Twitter: https://twitter.com/tseries
👉 Follow us on Instagram: http://bit.ly/InstagramTseries",368743,21604,46261803,8896
7QZvBOHqwz0,UCq-Fj5jknLsUf-MWSy4_brA,2019-09-30T08:33:00Z,Official Trailer: Bypass Road | Neil Nitin Mukesh | Adah Sharma | 8 November,"Madan Paliwal (Miraj Group) & NNM Films presents the official trailer of Bypass Road directed by Naman Nitin Mukesh starring Neil Nitin Mukesh. 

Movie Releasing on ► 8th November 2019

Starcast - Neil Nitin Mukesh, Adah Sharma, Shama Sikander, Gul Panag, Rajit Kapur, Sudhanshu Pandey,
Manish Chaudhary, Taher Shabbir

Directed By Naman Nitin Mukesh
Co-Producers: Neil Nitin Mukesh & Sonal Deshpande    
Director Of Photography: Fasahat Khan      
Story, Screenplay & Dialogue: Neil Nitin Mukesh      
Music On: T-Series
 
Associate Director : Masum Ali Hashmi 
Executive Producer: Sumankumar&Sanjay Mehta

Action Director: Javed Karim    
Music Director: Shaarib & Toshi. Rohan & Rohan. Raajaashoo. Mayur Jumani 
Production Designer: Jayshree Laxmi Narayan   
Costume designer: Vibhuti Chamaria& Sunakshi Kansal
Choreography: Ranju Varghese
Art Director: Manish Kolte         
VFX & Di : After Studios
Sound Design: Kunal Mehta & Prikshit Lalwni      
Background Score: Daniel B. George
Marketing Consultant: Sunny Bakshi (Vrg Media) & Bhaavesh K Thakkar (Nnm Films)       
Pr: Jashodha Madhavji 
Publicity Design: Marching Ants        
Visual Promotion: Trigger Happy 
Marketing Director: Ma+ Th
Editor: Bunty Nagi         
Associate Editor: Vinay Pal
Colorist: Rob Lang 

___
Enjoy & stay connected with us!
👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube
👉  Like us on Facebook: https://www.facebook.com/tseriesmusic
👉Follow us on Twitter: https://twitter.com/tseries
👉 Follow us on Instagram: http://bit.ly/InstagramTseries",156863,6930,18593394,4348
rve1ytyckoY,UCq-Fj5jknLsUf-MWSy4_brA,2019-08-29T12:08:26Z,Deleted Scenes 3: Kabir Singh | Shahid Kapoor | Kiara Advani | Soham Majumdar | Sandeep Vanga,"Check out all of the deleted scenes from the blockbuster movie of 2019 Kabir Singh. The film was written and directed by Sandeep Vanga. It is a remake of his own Telugu film Arjun Reddy. Jointly produced by Cine1 Studios and T-Series, The film stars Shahid Kapoor and Kiara Advani in the leading roles along with Soham Majumdar.
---------------------------------------------------------------
Connect with T-SERIES: 👉 http://bit.ly/TSeriesYouTube
----------------------------------------------------------------

♪Enjoy the Kabir Singh Songs here ♪
iTunes : http://bit.ly/Kabir-Singh-full-album-iTunes
Hungama : http://bit.ly/Kabir-Singh-full-album-Hungama
Wynk : http://bit.ly/Kabir-Singh-full-album-Wynk
Gaana : http://bit.ly/Kabir-Singh-full-album-Gaana
JioSaavn : http://bit.ly/Kabir-Singh-full-album-JioSaavn
Apple Music : http://bit.ly/Kabir-Singh-full-album-Apple-Music
Amazon Prime Music : http://bit.ly/Kabir-Singh-full-album-Amazon-Prime-Music
Spotify : http://bit.ly/Kabir-Singh-full-album-Spotify
Google Play : http://bit.ly/Kabir-Singh-full-album-Google-Play

___
Enjoy & stay connected with us!
👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube
👉  Like us on Facebook: https://www.facebook.com/tseriesmusic
👉Follow us on Twitter: https://twitter.com/tseries
👉 Follow us on Instagram: http://bit.ly/InstagramTseries",230393,6252,12315247,2583
teo-MZ2ckbw,UCq-Fj5jknLsUf-MWSy4_brA,2017-10-14T07:41:15Z,Official Trailer: Tumhari Sulu | Vidya Balan | Releasing on 17th November 2017,"Here’s the much-awaited  official #trailer of #TumhariSulu, From the producers of “Neerja” and “Hindi Medium”, The Movie is releasing worldwide on 17th November, 2017. It is a slice-of-life comedy-drama, directed by noted ad filmmaker Suresh Triveni and produced by T-Series and Ellipsis Entertainment.
 
A happy, enterprising and enthusiastic Mumbai housewife (Sulochana a.k.a. Sulu – Vidya Balan) unexpectedly lands herself the job of a night RJ (radio jockey) on a leading radio station and much comedy and drama follow… 
___
Enjoy & stay connected with us!
► Subscribe to T-Series: http://bit.ly/TSeriesYouTube
► Like us on Facebook: https://www.facebook.com/tseriesmusic
► Follow us on Twitter: https://twitter.com/tseries
► Follow us on Instagram: http://bit.ly/InstagramTseries",104195,6648,13738174,5293
TvngY4unjn4,UCq-Fj5jknLsUf-MWSy4_brA,2014-10-04T06:29:37Z,"Exclusive: LOVE DOSE Full Video Song | Yo Yo Honey Singh, Urvashi Rautela | Desi Kalakaar","Desi Kalakaar is finally here to give you the 'Love Dose' in his own style....Watch the Full video of the most awaited song of the album 'LOVE DOSE' in the voice of Yo Yo Honey Singh.

Click to share it on Facebook - http://bit.ly/LoveDoseFullVideoSong
Click to Tweet it - http://ctt.ec/0yT4e

Song - Love Dose 
Album - Desi Kalakaar 
Starring - Yo Yo Honey Singh, Urvashi Rautela 
Singer & Music - Yo! Yo! Honey Singh 
Lyrics - Yo! Yo! Honey Singh & Lil Golu
Choreography: Atul & Karan 
Producer - Bhushan Kumar 
Presentation - Anup Kumar 
Video - Ben Peters 
Mix and Master: Vinod Verma 
Digital Publicity and Artwork - RDM Goldstar (www.rdmgoldstar.com) 
Music on T-Series 

Set it as your Caller Tune - 
Love Dose - http://goo.gl/JxhLOz
Pehle Kahin - Love Dose http://goo.gl/37lDrk

Buy it from iTunes: https://itunes.apple.com/in/album/desi-kalakaar-original-motion/id919423795?ls=1

FOLLOW YO YO HONEY SINGH 
Twitter: http://www.twitter.com/asliyoyo
Facebook: http://www.facebook.com/yoyohoneysingh
Website: http://www.yoyohoneysingh.com

Operator Codes:

1) Love Dose

Vodafone Subscribers Dial 5375522927
Airtel Subscribers Dial 5432114296357
Reliance Subscribers Dial 595019112
Idea Subscribers Dial 567895522927
Tata DoCoMo Subscribers dial 5432115522927
Aircel Subscribers sms DT 2340344  To 53000
BSNL (South / East) Subscribers sms BT 5522927 To 56700
BSNL (North / West) Subscribers sms BT 2340344 To 56700
Virgin Subscribers sms TT 5522927 To 58475
MTS Subscribers  sms CT 87541886 to 55777
Uninor Subscribers sms ACT CT 0834838 to 51234
For Caller tune SMS CT ACT 312658 To 50000
MTNL Subscribers sms PT 5522927 To 56789

2) Pehle Kahin - Love Dose

Vodafone Subscribers Dial 5375522929
Airtel Subscribers Dial 5432114296359
Reliance Subscribers Dial 595019116
Idea Subscribers Dial 567895522929
Tata DoCoMo Subscribers dial 5432115522929
Aircel Subscribers sms DT 2340348  To 53000
BSNL (South / East) Subscribers sms BT 5522929 To 56700
BSNL (North / West) Subscribers sms BT 2340348 To 56700
Virgin Subscribers sms TT 5522929 To 58475
MTS Subscribers  sms CT 87541890 to 55777
Uninor Subscribers sms ACT CT 0834839 to 51234
For Caller tune SMS CT ACT 312659 To 50000
MTNL Subscribers sms PT 5522929 To 56789

Enjoy and stay connected with us!!

SUBSCRIBE T-Series channel for unlimited entertainment
http://www.youtube.com/tseries




Like us on Facebook
http://www.facebook.com/tseriesmusic

Follow us on
http://www.twitter.com/tseries",1502847,106748,277739050,40210
Sy9fBrLXuFs,UCq-Fj5jknLsUf-MWSy4_brA,2013-10-23T13:31:01Z,"Dil Ka Jo Haal Hai Full Video Song Besharam | Ranbir Kapoor, Pallavi Sharda","Song: DIL KAA JO HAAL HAI
Singer: ABHIJEET BHATTACHARYA, SHREYA GHOSHAL
Lyrics:RAJEEV BARNWAL
Music:LALIT PANDIT
Music Label: T-SERIES

Set it as your caller tune - http://goo.gl/c5j3We


SUBSCRIBE T-Series channel for unlimited entertainment
http://www.youtube.com/tseries

 


Like us on Facebook
http://www.facebook.com/tseriesmusic

Follow us on
http://www.twitter.com/Tseries",38052,1879,5879939,1020
kckDWrICC4s,UCq-Fj5jknLsUf-MWSy4_brA,2018-01-10T05:13:33Z,Millind Gaba: NAZAR LAG JAYEGI Video Song | Kamal Raja | Shabby | New Hindi Songs 2018,"New Hindi Songs 2018 | Millind Gaba New Songs | Hindi Romantic Songs 2018 
Akeli Na Bazar Jaya karo Nazar Lag Jayegi | Millind Gaba, Kamal Raja | ""Latest Hindi Songs 2018"".

Presenting new hindi song of 2018 NAZAR LAG JAYEGI by Millind Gaba & Kamal Raja. This Romantic Song is composed by Millind Gaba and penned by Millind Gaba, Ikrar. Hit 'LIKE' if you ♥ this song and don't forget to share it with your friends!! For Millind Gaba all Songs SUBSCRIBE to T-Series YouTube channel!! 

♪ Available on ♪
iTunes : http://bit.ly/Nazar-Lag-Jayegi-Millind-Gaba-iTunes
Hungama : http://bit.ly/Nazar-Lag-Jayegi-Millind-Gaba-Hungama
Saavn : http://bit.ly/Nazar-Lag-Jayegi-Millind-Gaba-Saavn
Gaana : http://bit.ly/Nazar-Lag-Jayegi-Millind-Gaba-Gaana
Apple Music : http://bit.ly/Nazar-Lag-Jayegi-Millind-Gaba-Apple-Music
Google Play : http://bit.ly/Nazar-Lag-Jayegi-Millind-Gaba-Google-Play
Wynk : http://bit.ly/Nazar-Lag-Jayegi-Millind-Gaba-Wynk-Music
Jio Music : http://bit.ly/Nazar-Lag-Jayegi-Millind-Gaba-Jio-Music
_______________________________________
For  Caller Tunes :
Nazar Lag Jayegi http://bit.ly/2m4N9yD
Nazar Lag Jayegi with Rap - Nazar Lag Jayegi http://bit.ly/2Aw1WGN
Music MG Rap - Nazar Lag Jayegi http://bit.ly/2CL1RFi
Shopping - Nazar Lag Jayegi http://bit.ly/2AuezC5

Set as Caller Tune:
Set ""Nazar Lag Jayegi"" as your caller tune - sms NZRLJ1 To 54646
Set ""Nazar Lag Jayegi with Rap - Nazar Lag Jayegi"" as your caller tune - sms NZRLJ2 To 54646
Set ""Music MG Rap - Nazar Lag Jayegi"" as your caller tune - sms NZRLJ3 To 54646
Set ""Shopping - ""Nazar Lag Jayegi"" as your caller tune - sms NZRLJ4 To 54646
________________________________________
________________________________________
♪Song: Nazar Lag Jayegi
♪Singers: ""Milind Gaba"" & ""Kamal Raja""
♪Lyrics :Ikrar, Millind Gaba 
♪Music : Music MG 
♪Mix & Mastered: B Sanj 
♪Video: Director Shabby 
♪DOP: Ashish Rai
♪Production:  Ashish Dixit, Vikrant Kaushik : Creative Productions 
♪Project Conceived By Sunil Sethi
♪Music Label: T-Series 

Operator Codes: 
1. Akeli Na Bazar Jaya Karo Nazar Lag Jayegi
Vodafone Subscribers Dial 53710080727
Airtel Subscribers Dial 5432116459762
Reliance Subscribers SMS CT 10080727 to 51234
Idea Subscribers Dial 5678910080727
Tata DoCoMo Subscribers dial 54321110080727
Aircel Subscribers sms DT 6952970  To 53000
BSNL (South / East) Subscribers sms BT 10080727 To 56700
BSNL (North / West) Subscribers sms BT 6952970 To 56700
Virgin Subscribers sms TT 10080727 To 58475
Telenor Subscribers dial 500110080727
MTNL Subscribers sms PT 10080727 To 56789

2.Nazar Lag Jayegi with Rap - Nazar Lag Jayegi
Vodafone Subscribers Dial 53710080725
Airtel Subscribers Dial 5432116459781
Reliance Subscribers SMS CT 10080725 to 51234
Idea Subscribers Dial 5678910080725
Tata DoCoMo Subscribers dial 54321110080725
Aircel Subscribers sms DT 6952971  To 53000
BSNL (South / East) Subscribers sms BT 10080725 To 56700
BSNL (North / West) Subscribers sms BT 6952971 To 56700
Virgin Subscribers sms TT 10080725 To 58475
Telenor Subscribers dial 500110080725
MTNL Subscribers sms PT 10080725 To 56789

3.Music MG Rap - Nazar Lag Jayegi
Vodafone Subscribers Dial 53710080742
Airtel Subscribers Dial 5432116459758
Reliance Subscribers SMS CT 10080742 to 51234
Idea Subscribers Dial 5678910080742
Tata DoCoMo Subscribers dial 54321110080742
Aircel Subscribers sms DT 6952969  To 53000
BSNL (South / East) Subscribers sms BT 10080742 To 56700
BSNL (North / West) Subscribers sms BT 6952969 To 56700
Virgin Subscribers sms TT 10080742 To 58475
Telenor Subscribers dial 500110080742
MTNL Subscribers sms PT 10080742 To 56789

4.Shopping - Nazar Lag Jayegi
Vodafone Subscribers Dial 53710080709
Airtel Subscribers Dial 5432116459731
Reliance Subscribers SMS CT 10080709 to 51234
Idea Subscribers Dial 5678910080709
Tata DoCoMo Subscribers dial 54321110080709
Aircel Subscribers sms DT 6952972  To 53000
BSNL (South / East) Subscribers sms BT 10080709 To 56700
BSNL (North / West) Subscribers sms BT 6952972 To 56700
Virgin Subscribers sms TT 10080709 To 58475
Telenor Subscribers dial 500110080709
MTNL Subscribers sms PT 10080709 To 56789
___
Enjoy & stay connected with us!
► Subscribe to T-Series: http://bit.ly/TSeriesYouTube
► Like us on Facebook: https://www.facebook.com/tseriesmusic
► Follow us on Twitter: https://twitter.com/tseries
► Follow us on Instagram: http://bit.ly/InstagramTseries",1429887,98379,163237866,48622
NNqLB7znMLU,UCq-Fj5jknLsUf-MWSy4_brA,2018-11-24T07:43:34Z,Leja Re | Dhvani Bhanushali | Tanishk Bagchi | Rashmi Virag |Radhika Rao| Vinay Sapru | Siddharth,"T-Series Presents latest Hindi Video Song of 2018 ""Leja Re"" , sung by  ""Dhvani Bhanushali "",music is recreated by ""Tanishk Bagchi"" and the lyrics of this new song are penned by "" Rashmi Virag"". The video features Dhvani Bhanushali, Siddharth, Deepali Negi and Palak Singhal. The Video By Radhika Rao & Vinay Sapru.  Enjoy and stay connected with us !! 

SUBSCRIBE 👉 http://bit.ly/TSeriesYouTube for Latest Hindi Songs 2018! 
#LejaRe #weddingsong #IndianWeddingSong 

♪ Available on ♪
iTunes : http://bit.ly/Leja-Re-Dhvani-Bhanushali-iTunes
Hungama : http://bit.ly/Leja-Re-Dhvani-Bhanushali-Hungama
Saavn : http://bit.ly/Leja-Re-Dhvani-Bhanushali-Saavn
Gaana : http://bit.ly/Leja-Re-Dhvani-Bhanushali-Gaana
Apple Music : http://bit.ly/Leja-Re-Dhvani-Bhanushali-Apple-Music
Amazon Prime Music : http://bit.ly/Leja-Re-Dhvani-Bhanushali-Amazon-Prime-Music
Google Play : http://bit.ly/Leja-Re-Dhvani-Bhanushali-Google-Play
Wynk : http://bit.ly/Leja-Re-Dhvani-Bhanushali-Wynk
JioMusic : http://bit.ly/Leja-Re-Dhvani-Bhanushali-JioMusic
Idea Music : http://bit.ly/Leja-Re-Dhvani-Bhanushali-Idea-Music
                
For Caller Tunes :
Leja Re https://bit.ly/2DFzS9d
Leja Re - Mujh Se Door Kahi Na Jaa https://bit.ly/2SbfaSE
Leja Re - To Want Me https://bit.ly/2zoaZM7
Leja Re - Ye Teri Meri Baaten https://bit.ly/2FD7reG

Set as Caller Tune:
Set ""Leja Re"" as your caller tune -sms LEJA1 To 54646
Set ""Leja Re - Mujh Se Door Kahi Na Jaa"" as your caller tune -sms LEJA2 To 54646
Set ""Leja Re - To Want Me"" as your caller tune - sms LEJA3 To 54646
Set ""Leja Re - Ye Teri Meri Baaten"" as your caller tune -sms LEJA4 To 54646
________________________________________

Song : Leja Re
Singer : Dhvani Bhanushali  
Composer : Tanishk Bagchi
Lyrics : Rashmi Virag
Video By: Radhika Rao & Vinay Sapru 
 :::::::::::::ADDITIONAL CREDITS:::::::::::::
Mix & Mastered By : Eric Pillai
Post Production Studio - FWX Future Works Media Limited, Mumbai
DOP : Saahil Kapoor
Choreographer : Firoz A. Khan
Casting Director :The Roots Casting (Vivek Sharma)'
Cast :  Dhvani Bhanushali, Siddharth, Deepali Negi and Palak Singhal
President Marketing, Media & Publishing : Vinod Bhanushali
President Digital & Legal : Neeraj Kalyan
Senior Vice President Films : Shiv Chanana
Vice President Creative : Anjali Bhushan
Music Team : Raj Chanana, Shivam Chanana, Sonal Chawla, Sonu Srivastava  & Vivin Sachdeva
Marketing Team : Bhavesh Bhanushali,  Pooja Vora, Rajendram Akula 
Branding Team: Yesha Shah
Digital Team: Shivam Chanana, Prashant Shetty, Andrew D’Souza, Vahishta Bharucha
 Varun Arora, Juhi Singh, Surabhi Choubey, Akanksha Chaudhary, Garishma Gandhi
Marketing Team & PR : Bhavesh Bhanushali,  Pooja Vora, Rajendram Akula, Naren Tomar, Rajesh Attri, Alok Srivastava,        Aishwarya Shetty, Yesha Shah, Payal Nair, Apurva Sawant, Zeeshan Sheikh, Priyanka Vyas
Creative Team: Lakshya Shinde, Udita Gaur
Song Produced By: Rao & Sapru Films Pvt. Ltd.
Team Rao & Sapru : Direction - Priyanka Jaiswal, Rajkumar Dubey, Sourav Sengupta. Production - Farhan Khan,Vipul Sachdev 
Location Neemrana Palace, Alwar.
Line Producer Delhi : Vineet Sharma (Delhi Creations)
Off Line Editor : Abhishek Kumar Singh 
Colorist : Rahul Purav (Future Works)
Online Editor - Vishal Yadav, Sooraj Gupta, Athesham Qureshi, Munawar Alam (Future Works)
Make up & Hairstylist : Govind Shakla & Team
Costume Stylist - Mansi Patel
Jewellery By : Golecha's Jewels (Vijay Golecha)
Costumes Sponsor - All Baraati Models / Dancers Costumes By Rosy Ahluwalia, & Bride Outfit By Nidhi Navneet Bharuka
Digital Agency- Gautam Thakkar (Everymedia)
PR- Parag Desai (Universal Communication)

♫ORIGINAL SONG CREDITS : 
 Song : Leja Leja
Singer : Shreya Ghoshal, Ustad Sultan Khan
Music Director : Sandesh Shandeliya
Lyricist : Irshad Kamil
Video Directed By : Radhika Rao & Vinay Sapru 
________________________________________
Operator Codes: 
1. Leja Re
Vodafone Subscribers Dial 53710803416
Airtel Subscribers Dial 5432116671900
Idea Subscribers Dial 5678910803416
Tata DoCoMo Subscribers dial 54321110803416
BSNL (South / East) Subscribers sms BT 10803416 To 56700
BSNL (North / West) Subscribers sms BT 7196024 To 56700
Virgin Subscribers sms TT 10803416 To 58475
MTNL Subscribers sms PT 10803416 To 56789

2.Leja Re - Mujh Se Door Kahi Na Jaa
Vodafone Subscribers Dial 53710803444
Airtel Subscribers Dial 5432116671958
Idea Subscribers Dial 5678910803444
Tata DoCoMo Subscribers dial 54321110803444
BSNL (South / East) Subscribers sms BT 10803444 To 56700
BSNL (North / West) Subscribers sms BT 7196025 To 56700
Virgin Subscribers sms TT 10803444 To 58475
MTNL Subscribers sms PT 10803444 To 56789

Enjoy & stay connected with us!
► Subscribe to T-Series: http://bit.ly/TSeriesYouTube
► Like us on Facebook: https://www.facebook.com/tseriesmusic
► Follow us on Twitter: https://twitter.com/tseries
► Follow us on Instagram: http://bit.ly/InstagramTseries",3844159,350706,683827594,126218
1cDoRqPnCXU,UCq-Fj5jknLsUf-MWSy4_brA,2013-06-27T10:19:13Z,"Dilli Wali Girlfriend Full HD Video Song Yeh Jawaani Hai Deewani | Ranbir Kapoor, Deepika Padukone","Presenting ""Dilli Wali Girlfriend"" full video song from ""Yeh Jawaani Hai Deewani"" starring Ranbir Kapoor & Deepika Padukone most anticipated movie of 2013 directed by Ayan Mukherji. The music is composed by Pritam Chakraborty.

Song: Dilliwaali Girlfriend
Music Director: Pritam Chakraborty
Singer: Arijit Singh, Sunidhi Chauhan
Lyricist: Kumaar
Movie: Yeh Jawaani Hai Deewani (2013)
Director: Ayan Mukerji
Cast: Ranbir Kapoor, Deepika Padukone, Aditya Roy Kapoor, Kalki Koechlin

Set it as your caller tune SMS YJHD11 to 54646
http://bit.ly/1GiqOAl
http://goo.gl/qVouq1

Buy it from iTunes: https://geo.itunes.apple.com/in/album/yeh-jawaani-hai-deewani-original/id642380120?ls=1

YEH JAWAANI HAI DEEWANI FULL VIDEOS
1. Balam Pichkari - http://youtu.be/0WtRNGubWGA
2. Badtameez Dil - http://youtu.be/II2EO3Nw4m0

Enjoy and stay connected with us!! 

SUBSCRIBE T-Series channel for unlimited entertainment
http://www.youtube.com/tseries

 


Like us on Facebook
http://www.facebook.com/tseriesmusic

Follow us
http://www.twitter.com/_Tseries",259459,17483,58385473,5927
jd-Anatu6_I,UCq-Fj5jknLsUf-MWSy4_brA,2018-12-17T11:15:11Z,"ZERO: Husn Parcham Lyrical Video Song | Shah Rukh Khan, Katrina Kaif, Anushka Sharma | T-Series","Presenting lyrical video of the third song ""Husn Parcham"" from the most awaited Bollywood movie ""Zero"". The film is starring Shah Rukh Khan, Anushka Sharma and Katrina Kaif and directed by Aanand L Rai. 
Movie Releases in cinemas On ► 21st December, 2018. 
#HusnParcham #ShahRukhKhan #KatrinaKaif #Zero 

♪ Available on ♪
iTunes : http://bit.ly/Husn-Parcham-Zero-iTunes
Hungama : http://bit.ly/Husn-Parcham-Zero-Hungama
Saavn : http://bit.ly/Husn-Parcham-Zero-Saavn
Gaana : http://bit.ly/Husn-Parcham-Zero-Gaana
Apple Music : http://bit.ly/Husn-Parcham-Zero-Apple-Music
Amazon Prime Music : http://bit.ly/Husn-Parcham-Zero-Amazon-Prime-Music
Google Play : http://bit.ly/Husn-Parcham-Zero-Google-Play
Wynk : http://bit.ly/Husn-Parcham-Zero-Wynk
Idea Music : http://bit.ly/Husn-Parcham-Zero-Idea-Music
_______________________________________
For Caller Tunes :
Husn Parcham  https://bit.ly/2S5xEEB
Husn Parcham - Bang Like A Drum  https://bit.ly/2SL4RVt
Husn Parcham - Dil Phaenk Iraado Mein  https://bit.ly/2LgcHEc

Set as Caller Tune:
Set ""Husn Parcham "" as your caller tune -sms ZERO10 To 54646
Set ""Husn Parcham - Bang Like A Drum"" as your caller tune -sms ZERO11 To 54646
Set ""Husn Parcham - Dil Phaenk Iraado Mein "" as your caller tune - sms ZERO12 To 54646
________________________________________
♪ Song: Husn Parcham
♪ Singer: Bhoomi Trivedi, Raja Kumari
♪ Movie: Zero
♪ Lyrics: Irshad Kamil
♪ Music: Ajay-Atul
♪ Music Label: T-Series
♪ Recorded: Vijay Dayal at YRF studios 
♪ Additional Recording: Kittu Myakal at SoundIdeaz Studio 
♪ Mixed & Mastered: Eric Pillai 
♪ Music Composed, Arranged: Ajay-Atul 
♪  Music Programmed: Ajay-Atul & Abhijit Vaghani
________________________________________
Operator Codes: 
1. Husn Parcham 
Vodafone Subscribers Dial 53710856530
Airtel Subscribers Dial 5432116705377
Idea Subscribers Dial 5678910856530
Tata DoCoMo Subscribers dial 54321110856530
BSNL (South / East) Subscribers sms BT 10856530 To 56700
BSNL (North / West) Subscribers sms BT 7206113 To 56700
Virgin Subscribers sms 10856530 To 58475
MTNL Subscribers sms 10856530 To 56789

2. Husn Parcham - Bang Like A Drum 
Vodafone Subscribers Dial 53710856525
Airtel Subscribers Dial 5432116705402
Idea Subscribers Dial 5678910856525
Tata DoCoMo Subscribers dial 54321110856525
BSNL (South / East) Subscribers sms BT 10856525 To 56700
BSNL (North / West) Subscribers sms BT 7206114 To 56700
Virgin Subscribers sms 10856525 To 58475
MTNL Subscribers sms 10856525 To 56789

3. Husn Parcham - Dil Phaenk Iraado Mein 
Vodafone Subscribers Dial 53710856536
Airtel Subscribers Dial 5432116705357
Idea Subscribers Dial 5678910856536
Tata DoCoMo Subscribers dial 54321110856536
BSNL (South / East) Subscribers sms BT 10856536 To 56700
BSNL (North / West) Subscribers sms BT 7206115 To 56700
Virgin Subscribers sms 10856536 To 58475
MTNL Subscribers sms 10856536 To 56789
___________________________________________
Enjoy & stay connected with us!
► Subscribe to T-Series: http://bit.ly/TSeriesYouTube
► Like us on Facebook: https://www.facebook.com/tseriesmusic
► Follow us on Twitter: https://twitter.com/tseries
► Follow us on Instagram: http://bit.ly/InstagramTseries",113667,7484,18780385,3397
